userid,itemid,weekday,domain,sales_chart,sales_rank,brand,price,user_pos_1month_seq,user_neg_1month_seq,user_pos_2month_seq,user_neg_2month_seq,user_pos_6month_seq,user_neg_6month_seq,label,timestamp
2679948,325009,0,6,39,7,11571,7,[],[],[],[],[],[],0,1506297600
2621764,1203121,0,6,14,10,16530,5,[],[],[],"[1277744, 1329138, 954079]",[],"[1277744, 1329138, 954079]",0,1513555200
1445215,887310,6,6,14,10,10203,4,[],[],[],[],"[357673, 357672, 357673, 1308470, 357672]",[],0,1518307200
1200672,1127786,5,6,14,6,22200,5,[],[],[],[],"[428324, 553777]","[578878, 558464, 452668]",1,1520640000
1076713,930181,3,6,14,8,22200,4,[],[],[],[923270],[],[923270],0,1527724800
2285599,1162430,0,6,34,9,10156,1,[],[],[],[],"[1012361, 199626]",[890941],0,1528675200
1401772,795486,6,6,14,7,22200,4,[57182],[],[57182],[],[57182],[],1,1524960000
2792154,1345122,6,6,14,9,11626,3,[],[],[],[],[],[1176464],0,1516492800
2609901,417874,2,6,34,9,11942,3,[],[],[],[],[],[],1,1507680000
1793832,372876,2,6,14,8,22200,7,[],[],[],[1349347],[],[1349347],1,1517356800
2499483,635203,5,6,14,10,11626,4,[],[],[],[],[742725],[],1,1519430400
2375975,1303041,4,6,14,8,21662,4,[],[],[],[],[],[],1,1527811200
2440327,1282658,1,6,14,8,11626,4,[],"[650696, 771463]",[],"[527475, 650696, 771463]",[],"[1150308, 1295989, 1232734, 527475, 650696, 771463]",0,1510012800
1731478,946012,1,6,14,2,22200,5,[],[],[],[],[],[],0,1531785600
761039,1061465,2,6,14,4,11626,4,[],[938469],[],[938469],[1305924],[938469],0,1515542400
2553229,1001433,5,6,14,2,9303,4,[964743],[],[964743],[],[964743],[],1,1523059200
999905,1196219,3,6,14,7,11626,5,[],[],[],[],[],[],0,1527120000
1547636,460617,0,6,14,9,16401,4,[],[],[],[],[],[],1,1526860800
75615,1051134,0,6,14,8,9340,3,[],[],[],[],[],[],0,1521417600
2102290,1129655,6,6,14,9,22200,6,[],[],[],[],[],[],0,1503187200
1653493,1010175,1,6,14,6,11626,4,[],[],[],[],[],[],0,1519689600
2094540,1259761,5,6,14,9,10441,4,[],[],[],[],[],[],1,1503100800
1971707,929564,1,6,14,8,22200,6,[],[],[698063],[403049],[698063],[403049],1,1514246400
2376665,1030706,3,6,14,2,12452,4,[],[],[],[],[],[],1,1508371200
1699711,887579,4,6,14,7,11626,4,[],[],[],[],[],[79647],1,1529020800
408423,877385,6,6,14,7,22200,6,[],[],[],"[1300799, 522624, 639944, 656602, 1125645, 1310399, 313307, 1283290, 1209992, 210022]",[],"[1300799, 522624, 639944, 656602, 1125645, 1310399, 313307, 1283290, 1209992, 210022]",0,1527379200
1063533,764906,1,6,14,9,22200,7,[],"[377256, 984485]",[],"[377256, 984485]",[],"[377256, 984485]",0,1522713600
710613,1049359,4,6,14,10,8144,3,[],[],[],[],[],[],1,1511481600
21472,900223,0,6,14,7,22200,4,[298062],"[1002491, 1297255, 415832]","[413868, 1119141, 1118079, 572876, 402857, 527634, 572875, 506837, 794027, 298062]","[1002491, 1297255, 415832]","[1201061, 1010239, 1017291, 1161271, 1034131, 500741, 413868, 1119141, 1118079, 572876, 402857, 527634, 572875, 506837, 794027, 298062]","[1002491, 1297255, 415832]",0,1523232000
491196,548911,6,6,14,9,11626,5,[],[],[],[],[],[],1,1529193600
1166358,408174,2,6,14,7,17498,6,[],[886780],[],[886780],[],[886780],0,1503446400
2300702,1277983,0,6,14,10,22166,4,[],[],[178647],[],"[172012, 178647]",[1318123],0,1517184000
1640727,355668,0,6,14,9,11718,5,[839391],[],[839391],"[1026783, 863968, 1218408, 1156083, 1168895]","[1083039, 1066611, 839391]","[1026783, 863968, 1218408, 1156083, 1168895]",1,1512950400
2546590,426572,0,6,14,10,11626,4,[],[],[],[],[],[],0,1505692800
1012045,1002022,0,6,14,10,22200,5,[],[],[95591],[1270226],[95591],[1270226],1,1511740800
624174,1239393,1,6,39,7,11486,4,[],[],"[427319, 700720]",[],"[1354532, 427319, 700720]",[],0,1519084800
308919,1078037,2,6,14,4,11626,4,[],[],[],[],[],[],1,1510099200
1493175,1238380,4,6,14,10,3156,4,[],[],[],[],[],[],0,1516924800
371557,1306280,4,6,14,9,6533,4,[],[],[],[],[],[],1,1524182400
1707968,1285284,0,6,14,7,22200,4,[],[],[],[],[],[],0,1509926400
2886996,1000132,0,6,14,9,22200,5,[],[],[],[],[],[],0,1502668800
1554185,653070,2,6,14,8,22200,5,[],[],[],[],[],[],0,1531267200
2176272,948683,3,6,14,7,22200,5,[],[],[],[],[],[],0,1518652800
2430331,770511,1,6,14,10,12115,5,"[140231, 746190]",[],"[140231, 746190]",[],"[140231, 746190]",[],0,1505779200
2155283,1208304,4,6,14,10,2110,4,"[979581, 398790, 294122, 1045463, 265633, 266672, 998248, 55627, 1164865]",[],"[469716, 979581, 398790, 294122, 1045463, 265633, 266672, 998248, 55627, 1164865]",[],"[469716, 979581, 398790, 294122, 1045463, 265633, 266672, 998248, 55627, 1164865]",[],1,1506643200
850928,650975,4,6,14,5,22200,5,[],[],"[353338, 547345, 353338]",[],"[353338, 547345, 353338]",[],1,1508457600
106869,1154029,5,6,14,8,22200,4,[],[],[],[],[],[250048],0,1529712000
1344692,940229,1,6,14,5,22200,6,[],[],"[1261880, 1351942, 516132, 921882]","[1351072, 810542, 776124, 1152298, 1265446, 719058]","[856689, 1095313, 717438, 1025470, 1103191, 1261880, 1351942, 516132, 921882]","[1289668, 603844, 1234399, 1351072, 810542, 776124, 1152298, 1265446, 719058]",0,1517270400
48245,422070,0,6,14,10,22200,5,[],[],[],[323045],[],[323045],0,1521417600
1809097,1306741,1,6,14,8,11626,4,[34816],[],[34816],[],[34816],[1227177],0,1510617600
1455758,1030504,2,6,14,9,11626,4,[],[],"[902872, 1313021]",[],"[902872, 1313021]",[],0,1511913600
2122149,1150948,3,6,14,7,22200,6,[],[],[],[],"[474756, 299538]",[961466],0,1530144000
397121,953668,2,6,14,7,22200,4,[],[],[],[],[],[],0,1531872000
1924887,492106,2,6,14,10,22200,4,[],[],[],[],[],[],0,1523404800
480126,1043655,1,6,14,10,11626,4,[],[],[],[],[],"[1198443, 865342, 865341, 807917]",0,1518480000
1663392,1262385,6,6,14,8,9906,5,[],[],"[281159, 859783, 318387]",[],"[1308201, 443122, 489743, 281159, 859783, 318387]",[421846],1,1515283200
1432473,990817,0,6,14,8,4102,4,[],[],[],[],[],[],0,1525651200
1206757,1272369,6,6,14,7,10405,4,[],[1291291],[],[1291291],"[114453, 235981]",[1291291],0,1526169600
1082678,528157,4,6,14,10,9494,5,[],[828332],[],[828332],[],[828332],0,1512086400
457671,753460,1,6,14,10,4652,4,[],[],[],[],[],[],1,1515456000
1021614,1331540,1,6,14,7,11626,4,[],[],[],[],[],"[681928, 992474, 801030, 51935]",0,1517875200
958177,1029146,2,6,14,2,22200,4,[],[],[],[],[],[],0,1522800000
1896255,319994,6,6,14,6,22200,5,[],[],[],"[599213, 13619]",[],"[599213, 13619]",0,1509235200
1728022,731339,3,6,14,10,8817,4,[],[1321992],[],[1321992],[],[1321992],0,1515628800
848322,558992,4,6,34,9,8044,4,[],[],[],[],[],[],0,1506643200
1737391,375946,5,6,34,9,13962,4,[],[],[],[],[],[],1,1508544000
2449922,654487,3,6,14,10,11626,4,[],[],[],[],[],[],0,1522886400
2302714,911948,3,6,14,10,1415,6,[],[],[],[],[],[],0,1512000000
1458048,1359251,1,6,14,8,22200,7,[],[1036405],[],[1036405],[],[1036405],1,1525132800
2626020,287268,0,6,14,10,9709,5,[],[],[],[],[],[],0,1504483200
1749954,422109,1,6,34,9,14994,5,[],[],[],[702298],[],[702298],1,1528156800
1034048,1345041,2,6,14,10,22200,5,[],[],[],[],"[472036, 574812, 316049, 311251]",[955450],1,1510704000
1785846,519225,0,6,14,9,22200,5,[820778],"[445951, 945503]",[820778],"[445951, 945503]","[485218, 997262, 567120, 410663, 820778]","[445951, 945503]",1,1520812800
2689040,1339594,4,6,14,6,13371,4,[],[],[],[],[],[],1,1522368000
1097038,1087680,6,6,14,8,4102,4,[],[],[],[],[],[],0,1514073600
1463763,956423,6,6,14,5,22200,4,[],[1058882],[],[1058882],[],[1058882],1,1505001600
2831991,1343872,2,6,14,2,14017,5,[],[430829],[],[430829],[],[430829],0,1503446400
2608816,548445,6,6,14,8,22200,5,[],[],[],[],[],[],1,1514678400
534302,688129,3,6,14,9,4652,5,[],[],[],[],[],[],1,1518048000
1318247,642027,2,6,14,7,16537,3,[],[],[],[],[],[],1,1508889600
2250743,859408,2,6,14,9,15759,6,[],[],[],[],[],[],0,1503446400
880988,1320517,4,6,14,7,11280,4,[],[],[],[],[],[],0,1517529600
2365431,1043487,6,6,14,8,4102,4,[],[],[],[],[],[],0,1505001600
266449,371203,6,6,14,4,22200,5,"[612535, 1099684, 270693]","[739154, 618896, 452148, 308040]","[712613, 1230433, 632615, 873400, 860594, 612535, 1099684, 270693]","[739154, 618896, 452148, 308040]","[712613, 1230433, 632615, 873400, 860594, 612535, 1099684, 270693]","[739154, 618896, 452148, 308040]",1,1515888000
2211615,325486,0,6,39,7,15636,5,[],[],[1291252],[],"[1229436, 1291252]","[970657, 523029]",1,1516579200
1725024,1362678,3,6,14,6,13367,4,[],[],[],[],"[932619, 987455]",[],0,1524096000
1401548,1190930,1,6,14,10,11626,7,[],[],[],[],[],[],0,1523923200
2376106,1302036,6,6,39,7,11626,3,[],[],[],[],[],[805381],0,1532822400
2588635,1199153,0,6,14,8,22200,4,[],[],[],[],[],[],0,1519603200
2112476,467788,2,6,14,5,22200,4,[],[],[],[],[],[],1,1527033600
1278043,780274,2,6,14,5,22200,6,[],[],[],[],[],[],0,1516147200
2552167,1314604,4,6,14,8,22200,4,[],[],[],[],[],[],0,1527811200
2679283,469005,0,6,14,10,7724,4,[],[],[],[],[],[],0,1520208000
593658,851772,2,6,14,7,16357,6,[],[],[],[],[],[637206],1,1529452800
1783701,861365,6,6,14,9,10443,4,[],[],[],[],[],[],1,1516492800
1081354,864222,1,6,14,2,4871,4,[836644],[],[836644],[],"[985185, 432860, 542915, 836644]","[547677, 870078, 1043979]",1,1528156800
980287,1165575,5,6,14,6,2697,5,[],[],[],[],[],[],1,1514592000
112932,441631,0,6,39,9,13116,6,[],[515815],[1119639],[515815],"[1323794, 616012, 360834, 1119639]","[882740, 1344801, 555476, 519577, 515815]",1,1520812800
2254579,1224213,6,6,14,9,16562,4,[],[],[],[],[],[],0,1512259200
2509239,773089,3,6,14,10,767,4,[],[],[],[],"[416315, 785739, 491509, 1067195]",[],1,1516838400
1715238,776156,3,6,14,9,5249,4,[],[],[],[],[],[],1,1528934400
556235,430438,4,6,14,7,22200,5,[],[],[],[],[],[812854],0,1525996800
51485,1034938,2,6,14,8,22200,5,[],[1360583],[66887],[1360583],[66887],[1360583],0,1531267200
784771,926442,5,6,14,5,22200,5,[],[],[],[],[],[],1,1528502400
2161078,388572,0,6,14,3,22200,5,[],[],[],[],[],[],0,1507507200
1252959,1071200,3,6,14,8,22318,5,[],[],[],[],[],[],0,1514419200
308374,533264,4,6,14,7,22200,4,[],[],[],[],[],[],1,1511481600
913870,545026,2,6,14,9,22200,4,[],[],[],[],[],[],1,1527638400
1207559,934566,1,6,14,7,6337,4,[],[],[],[],[],[799162],0,1514851200
2349021,439329,5,6,14,8,22200,5,[],[],[],[],"[1319975, 503047, 473128, 96645, 501000]",[],1,1520640000
1618227,692845,4,6,14,7,12826,4,[],[],[],[],[],[],0,1503619200
1986001,1033234,1,6,14,9,22200,5,[],[],[],[],[],[],0,1510012800
1213572,1279276,0,6,14,8,2158,3,[],[],[],[],[],[],0,1518998400
1325033,553038,5,6,14,8,1805,4,[],[],[],[],"[1101629, 55303, 443928, 891, 21665, 3116, 867, 85567, 85574, 1195770, 7240, 7223]","[58311, 45505]",0,1526083200
2053551,1109744,2,6,14,8,11626,5,[],[],[],[],[],[],1,1505260800
1475801,989505,2,6,14,9,22200,5,[],[],[],[],[],[875443],0,1532476800
1204553,1263789,5,6,14,6,11626,4,[],[],[],[],"[1232776, 480401]",[1248408],1,1519430400
836078,310932,2,6,14,7,17343,6,[],[],[],[],[],[],1,1513123200
896530,923568,5,6,14,9,21960,3,[887555],[],[887555],[],[887555],[568175],1,1517011200
93968,282314,0,6,14,4,22200,6,[],[],[],[],[],[],0,1508716800
1866978,1035653,2,6,14,9,21504,5,[41415],[128939],[41415],"[245445, 128939]",[41415],"[245445, 128939]",1,1510099200
1681359,626628,2,6,34,9,11626,4,[],[],[],[],[],[],0,1513123200
1092299,795581,6,6,39,8,21039,5,[],[],[],[],[],[],1,1523750400
1472849,434780,6,6,14,5,22200,4,[],[],[],[],[],[],0,1508025600
2056310,699108,6,6,14,5,22200,5,[],[],[],[],"[336544, 1138173]",[],1,1523750400
781200,465098,4,6,14,5,22200,4,[],[],[],[],[],[],0,1508457600
1436811,326430,1,6,14,7,16528,1,"[743130, 687250, 651798]","[1010098, 348575]","[743130, 687250, 651798]","[1292787, 1010098, 348575]","[1245124, 743130, 687250, 651798]","[342265, 1292787, 1010098, 348575]",1,1514246400
563054,470484,1,6,14,10,754,4,[],[],[],[],[],[],0,1505174400
2773851,1364227,6,6,14,8,11626,3,[],[],[],[],[],[],1,1517097600
1098268,468896,4,6,14,9,22200,6,[],[],[663208],[1131500],[663208],[1131500],1,1506038400
1100064,1290821,2,6,14,6,11626,5,"[505454, 1281881, 1268609, 845863]","[1072929, 1002880]","[505454, 1281881, 1268609, 845863]","[1072929, 1002880]","[505454, 1281881, 1268609, 845863]","[1072929, 1002880]",1,1517961600
1187953,623611,1,6,14,8,7919,1,[],[],[],[],[],[],0,1520899200
1882145,351988,1,6,14,8,22200,5,[],[],[],[],[],[],0,1524528000
575324,1133512,4,6,14,7,8279,3,[],[],[],[],"[818540, 451453]","[706292, 333429, 1254427, 954706, 987921]",1,1511481600
924920,855325,6,6,14,6,106,4,[],[],[],[],[],[],0,1515283200
824792,822308,4,6,14,5,22318,4,[],[],[],[],[],[],1,1513900800
2336500,279770,2,6,39,6,16234,5,[56227],[],[56227],[],"[47090, 56227]",[],0,1516752000
2676617,784952,2,6,14,7,22200,4,[],[1139618],[],[1139618],[],"[1225966, 1139618]",0,1533081600
134497,1305906,4,6,14,8,13574,4,[1000321],[1343235],[1000321],[1343235],[1000321],[1343235],1,1505433600
2765216,595490,3,6,14,9,22200,6,[],[],[],[],[],[],1,1515024000
1562391,768261,5,6,14,10,8699,4,[],[],[],[],[],[],1,1510358400
1071761,599765,0,6,14,2,3986,6,[],[],[],[],"[415752, 577672, 498857]","[541233, 433464]",0,1520812800
625862,408171,0,6,14,8,17498,6,[],[],[],[],[973018],[],1,1530489600
92197,352142,2,6,14,8,22200,6,[],[],[],[],"[53869, 78733]",[],1,1515542400
126970,824756,6,6,14,8,7893,6,[852078],[],[852078],[],[852078],[],0,1527379200
2667552,453624,5,6,14,4,22200,7,[],[],[],[],[],[],0,1510358400
1643410,527800,4,6,14,6,4792,5,[],"[356584, 301926]",[],"[356584, 301926]",[],"[401291, 274013, 356584, 301926]",0,1517529600
2737440,994085,6,6,14,2,22200,4,[],[],[364225],[860723],"[445197, 264277, 265139, 951542, 364225]","[51564, 860723]",1,1515283200
813006,584621,2,6,14,5,22200,4,[],[],[],[],[],[896306],0,1526428800
2589096,1302227,1,6,14,8,6770,6,[],[],[],[],"[1036992, 200591, 226532]",[],1,1532390400
431724,749234,1,6,14,10,2301,4,[],[],[],[],[],[],0,1509408000
2729452,1031641,5,6,14,10,22200,4,[],[],[],[],[],[],0,1509148800
993097,1098304,5,6,14,2,22200,6,[],[],[],[],[],[],1,1503100800
1495026,1254478,0,6,14,8,22200,4,[],[819877],[],[819877],[],[819877],0,1505088000
2738944,1011021,2,6,14,10,21708,5,[],[],[],[],[],[],0,1507680000
1650744,283427,6,6,14,4,22200,6,[],[],[],[],[],[],0,1524960000
785663,1091109,1,6,14,9,282,4,[],"[366867, 366867]",[],"[366867, 366867]",[],"[366867, 366867]",1,1511827200
1455228,797669,1,6,14,7,15532,5,[125721],[960526],[125721],[960526],[125721],[960526],1,1509408000
714003,415787,5,6,39,9,10610,4,[],[],[],[],[622705],[10564],0,1521849600
787841,1067134,6,6,14,10,8661,3,"[1137691, 901363]","[347517, 347518, 1111643, 741723]","[645482, 1137691, 901363]","[885671, 1051731, 347517, 347518, 1111643, 741723]","[1013881, 508828, 645482, 1137691, 901363]","[885671, 1051731, 347517, 347518, 1111643, 741723]",0,1515283200
1008109,603801,4,6,14,10,22200,6,[],[],[],[],[],[],0,1515715200
599212,840414,0,6,39,7,11626,4,[],[1007446],[],[1007446],[],[1007446],0,1505692800
2251226,581709,4,6,34,9,8791,4,[],[],[],[],[],[],1,1512691200
445548,1316040,4,6,14,9,22200,6,[],[],[],[],"[864745, 339628, 835967, 378884, 535728, 1000116, 1006362, 76223, 686895, 352197, 636205]","[866701, 1094929, 882539, 116264, 499341, 670419, 51066, 844688, 190011, 804662, 84421, 4616, 411048, 498766, 603444, 419332, 493112, 1012825]",1,1523577600
2141369,859441,1,6,14,10,22200,7,[],[],[],[],[],[],0,1503360000
1133153,530601,0,6,14,6,11545,5,[],[],[1304908],[],[1304908],[],0,1508716800
1760924,497847,4,6,14,6,22200,5,[],[1200575],[],[1200575],[],[1200575],0,1526601600
912600,1183814,2,6,14,10,22181,5,[],[891378],[],[891378],[],[891378],0,1515542400
1893689,722945,1,6,14,8,11626,5,[],[],[],[],[],[],1,1518480000
2009944,942924,3,6,14,5,22200,6,[],[],[],[],[],[],0,1507161600
1566399,1164965,0,6,14,2,168,4,[],[],[],[],"[728794, 610098, 1023389]",[],0,1534118400
1736089,1072631,1,6,14,10,22200,5,[],[],[],[],[],[],1,1507593600
652861,1354338,1,6,14,8,22200,5,[],[],[481442],"[168865, 1155963]","[40596, 1019818, 481442]","[40940, 1192111, 1221060, 765995, 168865, 1155963]",0,1513641600
2703972,727378,0,6,39,9,2515,1,[],[],[],[],[],[],0,1503273600
884096,1217727,0,6,14,7,17343,7,[],[],[],[],[],[],1,1518998400
1275552,358920,5,6,14,8,22200,3,[],[],[],[],"[849262, 377147]",[],1,1514592000
2713586,1056363,0,6,34,9,8315,6,[],[],[],[],[],[],0,1517184000
273831,489340,0,6,39,5,3503,7,[],[],[],[],[],[],1,1528675200
294046,1311362,2,6,14,9,14148,3,[],[],[],[],[417070],"[556965, 293668]",0,1514937600
1708022,1300272,3,6,14,4,22159,4,[],[],[],[],[],"[594117, 272501, 591121]",0,1533168000
569256,924225,0,6,14,10,22200,6,"[40576, 791444]",[],"[40576, 791444]",[],"[40576, 791444]",[],0,1508716800
2850865,1192485,6,6,14,6,11626,4,[],[],[],[],[],[],1,1503187200
793964,1185217,4,6,14,7,22200,6,[],[],[],[],[],[],1,1520553600
2203394,969814,3,6,24,9,11626,4,"[1123205, 598748, 642569]",[663647],"[1123205, 598748, 642569]",[663647],"[1088835, 848912, 1123205, 598748, 642569]","[698842, 986410, 446938, 294307, 839191, 663647]",1,1512000000
93153,947435,4,6,14,10,13237,4,[],[],[],[],[],[],0,1512086400
1602821,1060065,4,6,14,7,21212,5,[],[],[],[732358],[],[732358],0,1514505600
2648924,620378,4,6,34,9,6246,4,[],[],[],[],[],[],1,1510876800
2755059,882931,2,6,14,7,22200,4,[],[],[468914],[1254386],[468914],[1254386],1,1519776000
519037,1332355,0,6,14,6,21490,4,[],[],[],[],[],[],1,1505088000
769506,1319813,1,6,14,8,11626,5,[],[],[],[],[],[],0,1528156800
2846449,703777,1,6,14,10,11241,5,[],[],[],[],"[296454, 353488, 353488, 1183184, 653939, 653821]",[],0,1519084800
1801408,427018,3,6,14,7,22200,4,[],[],[],[],[],[],1,1503532800
172927,898118,4,6,14,8,6088,5,[],[],"[743012, 379835]",[],"[1356103, 1207689, 853151, 682099, 835252, 743012, 379835]",[613460],0,1523577600
2640100,578696,3,6,14,8,4912,5,[],[],[],[],[],[],1,1506556800
598430,1094876,6,6,14,3,22200,4,[],[],[],[],[],[],1,1521331200
800805,1351949,1,6,14,8,11626,3,[],[],[],[],[],[],0,1522713600
2114142,888437,3,6,14,10,22200,7,[],[],[],[],[],[],1,1517443200
1804241,606619,2,6,14,5,22200,6,[],[],"[84771, 477912]",[],"[1313403, 198881, 84771, 477912]","[1296325, 1284942]",0,1528848000
1699277,880298,3,6,14,2,7567,3,[1345511],[],[1345511],[],[1345511],[],0,1513814400
2825088,687910,2,6,14,10,3383,4,[],[],[],[],[],[],1,1510704000
2347530,1330145,5,6,14,9,11626,4,[],[],[],[],[],[],0,1532131200
808293,1162878,1,6,14,10,11626,4,[],[],[],[],[],[],0,1503360000
1552471,737947,3,6,14,8,22142,4,[707719],[],[707719],[],[707719],[],0,1523491200
347080,854124,3,6,14,8,15454,6,"[836510, 1034409, 1111398]",[],"[816406, 625988, 836510, 1034409, 1111398]",[],"[816406, 625988, 836510, 1034409, 1111398]",[],0,1506556800
373672,1294856,2,6,14,9,11626,4,[],[],[],[],[],[],0,1513728000
1161230,1194946,1,6,14,10,22200,4,[],[],[],[],[],[],1,1504569600
2023634,365215,2,6,14,5,22200,3,"[499174, 693964]",[1188473],"[499174, 693964]",[1188473],"[902749, 1360828, 596829, 1331804, 659145, 652284, 365102, 365102, 1171937, 1263732, 353792, 608217, 1270569, 353792, 398876, 512727, 935145, 499174, 693964]","[603251, 641599, 1304492, 1295492, 1052211, 1168781, 455582, 1188473]",0,1520380800
2598742,1179390,2,6,14,2,12593,7,[],[],[],[],[539082],[417251],1,1533081600
2090385,857075,3,6,14,9,11626,4,[],[],[],[],[],"[1166138, 1127606]",0,1527120000
171785,746892,5,6,14,10,22200,4,[],[],[],[],[],[],0,1515196800
557407,953980,3,6,14,8,22200,5,[],[],[],[],[],[],0,1511395200
1383538,1081175,0,6,39,5,12130,4,"[1274912, 132956, 1005864, 1167941, 1193870, 459285, 561459, 1060758, 318223, 985498]","[75160, 330059, 53539, 636755]","[895875, 1274912, 132956, 1005864, 1167941, 1193870, 459285, 561459, 1060758, 318223, 985498]","[1043734, 299947, 75160, 330059, 53539, 636755]","[895875, 1274912, 132956, 1005864, 1167941, 1193870, 459285, 561459, 1060758, 318223, 985498]","[1043734, 299947, 75160, 330059, 53539, 636755]",1,1509321600
2654013,1237136,1,6,14,8,4102,5,[],[],[],[],[],[],1,1529366400
212592,724019,4,6,14,2,10294,4,[816962],[],"[1196404, 1321897, 453881, 816962]","[174379, 145527]","[747037, 1342184, 1196404, 1321897, 453881, 816962]","[433413, 9099, 174379, 145527]",1,1512691200
2142588,843237,2,6,14,6,14086,4,[],[],"[1357598, 534212, 1256390, 972145, 1113652]",[],"[1357598, 534212, 1256390, 972145, 1113652]",[],1,1519171200
1296143,427860,6,6,14,10,15763,5,[],[],[],[],[],[],1,1518307200
2578003,907693,6,6,14,8,22200,6,[],[],[],[],[],[],1,1503792000
2311478,657181,2,6,14,7,22200,4,[],[],[],[],[],"[999336, 581496, 1118622]",0,1530057600
2535233,859440,0,6,14,9,22200,7,[],[],[],[],[],[],1,1505692800
103300,779010,6,6,14,8,12139,3,[],[],[],[],[],[],0,1519516800
2052191,1230084,3,6,14,10,10317,3,[],[],[],[],[],[],0,1505952000
841057,1349180,0,6,14,2,22200,5,[],[],[],[],[],[],0,1522022400
526591,854356,1,6,14,8,11626,4,[],[963573],[],"[334891, 1340448, 963573]",[],"[1143626, 1352624, 334891, 1340448, 963573]",0,1513036800
2424330,875289,6,6,14,9,22200,4,[],[],[],[],[],"[719114, 662234, 766195, 565291]",0,1532822400
1198611,305417,1,6,14,5,22200,5,[],[],[],"[275023, 1122961, 902954]",[],"[713758, 275023, 1122961, 902954]",0,1523923200
1946861,498923,1,6,14,9,11101,4,[],[768226],[],"[931446, 562910, 768226]",[],"[359072, 1335726, 931446, 562910, 768226]",0,1525737600
2896342,310170,4,6,14,6,22200,6,[],[],[],[],[],[],0,1506038400
2808863,1147780,2,6,14,8,13631,5,[],[],[],[],[],[],0,1510099200
594959,1091118,5,6,14,7,11626,4,[],[],[],[],[],[],1,1530316800
2661028,1002039,6,6,14,7,22200,5,[],[],[],[],"[1003393, 512948, 1052098, 283222]",[275587],0,1528588800
544031,1227599,0,6,34,9,22200,4,[],[],[],[],[1076131],[954987],1,1511740800
633990,579498,6,6,14,6,21264,4,[1007116],[764816],[1007116],[764816],"[1175688, 1026205, 767657, 1007116]",[764816],1,1523750400
2407774,665877,2,6,14,10,6726,4,[],[],[],[],[],[],1,1525219200
1082122,354976,6,6,14,1,22200,6,[],[],[],[],[],"[969866, 1240380, 967952, 994930, 844584, 896104]",0,1509235200
2714441,1345196,2,7,34,9,1605,4,[],[],[],[],[],[],1,1531267200
1176378,548331,4,7,39,9,11626,4,[],[],[],[],[],[1014552],0,1522972800
1986535,773339,4,7,16,5,22200,4,[],[],[],[],[1035975],[],1,1531440000
2377743,797841,6,7,16,3,22200,4,[],[],[],[],[],[],0,1513468800
2623864,1345196,1,7,34,9,1605,4,[],[],[],[],[],"[1361919, 722244]",0,1528156800
572628,471380,3,7,16,0,11626,3,[],[],[],[],[],[],0,1522281600
2401523,1047280,5,7,39,8,11626,3,"[1073299, 397458, 943231]","[1152137, 548331]","[1073299, 397458, 943231]","[1152137, 548331]","[708515, 947566, 1073299, 397458, 943231]","[1032675, 331304, 952040, 889610, 1098342, 927642, 347417, 916678, 326987, 896794, 1152137, 548331]",1,1520035200
1689796,913629,2,7,41,6,16648,1,[],[],[],[],[],[],0,1528243200
1076187,1034715,6,7,16,4,22200,5,[],[],[],[],[],[],1,1532822400
2718270,898763,6,7,39,5,21779,5,[],[],[],[],[],[],1,1504396800
2889756,1270323,2,7,20,6,22200,3,[],[],[],[],[],[],0,1507075200
1540126,923561,0,7,39,7,340,5,[],[],"[1056015, 879487, 982508]",[],"[676422, 1056015, 879487, 982508]","[424050, 425755, 950169, 972708]",1,1512950400
938590,976507,5,7,16,4,22200,4,[],[],[],"[1341746, 394584]",[],"[1341746, 394584]",0,1519430400
851632,797841,3,7,16,3,22200,4,"[277692, 1140213]",[729355],"[277692, 1140213]",[729355],"[277692, 1140213]",[729355],0,1504137600
2631206,326441,4,7,16,1,11626,3,[],"[1102861, 383443]",[],"[1102861, 383443]",[],"[955465, 1064611, 902502, 920211, 15032, 95394, 387228, 674173, 193822, 89542, 759880, 615596, 1102861, 383443]",0,1524787200
514269,696812,2,7,39,5,21779,5,[],[],[],[],[],[],1,1516147200
2080428,643305,1,7,39,7,21779,5,"[1185216, 1356528]",[],"[1185216, 1356528]",[],"[526362, 1138097, 1185216, 1356528]","[257432, 47641]",1,1524528000
1442158,923561,2,7,39,7,340,5,[],[],[],[],[],[],1,1527033600
199785,577320,1,7,41,3,16649,4,[],[],[],[],[],[696874],1,1514246400
1799664,1326106,2,7,20,0,22200,3,[],[],[],[],"[319099, 849140, 499889]",[],0,1521590400
1203036,882911,6,8,34,9,16670,3,[],[],[],[1230023],[],"[489684, 1256288, 726610, 1230023]",0,1521331200
955924,1144145,5,8,34,9,14397,6,[],[],[],[],[2604],[],1,1520035200
2460525,1073773,3,8,34,9,21934,4,[],[],[],[],[],[],0,1512604800
863632,972533,3,8,34,9,11808,4,[],[],[],[],[],[],1,1516838400
2235823,1303200,3,8,34,9,1946,3,[],[],[],[],[],[],1,1510185600
851471,687365,0,8,34,9,11574,8,"[997897, 428581, 812421, 1143805, 924742]",[303575],"[997897, 428581, 812421, 1143805, 924742]",[303575],"[997897, 428581, 812421, 1143805, 924742]",[303575],1,1520208000
1379040,410831,1,8,34,9,20674,5,[],[],[],[],[],[],0,1508803200
