click,purchase,userid,121,122,124,125,126,127,128,129,itemid,domain,207,210,216,508,509,702,853,301,109_14,110_14,127_14,150_14,D109_14,D110_14,D127_14,D150_14,D508,D509,D702,D853,train_tag
0,0,68516,1,8,1,5,0,1,1,3,5930,0,59040,12087,1491,117,0,0,331,3,1807,64960,2432,71,2,0,1,5,4,0,0,1,0
1,0,12416,0,0,0,0,0,0,0,0,5927,0,6028,1530,0,0,0,0,0,3,7,9595,291,8729,1,4,1,3,0,0,0,0,0
0,0,124315,23,6,1,4,1,1,1,3,5921,0,17109,18740,9675,117,0,0,0,3,6,1986,776,20,1,0,1,1,3,0,0,0,1
1,0,180468,67,5,1,2,1,2,1,3,5920,0,58991,23506,0,0,0,0,0,3,151,13461,10210,7161,0,0,1,0,0,0,0,0,0
0,0,73502,6,1,1,1,1,1,1,4,5917,2,11777,3286,6722,23,14351,9412,0,3,1019,4386,21652,1891,1,2,1,0,0,3,3,0,0
0,0,73444,0,0,0,0,0,0,0,0,5916,0,58964,681,29454,117,0,0,0,3,78,91625,31278,1076,1,1,1,1,2,0,0,0,0
0,0,201666,1,3,2,1,0,1,1,3,5914,0,14983,1588,8546,117,0,0,418,3,315,8633,1317,38,0,0,1,2,3,0,0,0,1
0,0,200127,1,8,1,5,3,1,1,0,5896,7,58857,7835,29406,924,0,0,11934,1,16,19060,6,236,0,0,1,2,3,0,0,3,0
0,0,194453,14,2,2,2,1,1,1,2,5892,2,58835,8035,76,0,0,0,0,3,93,41025,4767,44,0,0,1,4,0,0,0,0,1
0,0,203659,19,3,2,1,1,1,1,2,5883,9,58638,1115,152,139,0,0,0,1,144,794,6,424,1,0,4,0,0,0,0,0,0
0,0,0,1,3,2,1,0,1,1,3,5871,4,58411,85,29194,21,0,0,0,1,447,52604,329,708,0,0,1,0,1,0,0,0,2
0,0,0,1,8,1,5,0,1,1,0,5859,2,58384,8035,29178,23,0,0,1918,3,845,1126,16402,117,2,0,1,2,1,0,0,1,2
0,0,0,1,7,2,4,0,1,1,1,5852,4,58307,1678,29151,21,0,0,459,3,198,0,2788,53,1,1,1,1,2,0,0,2,2
0,0,116390,0,0,0,0,0,0,0,0,5835,0,58095,716,51,117,43342,16,418,3,60,3107,3658,152,0,3,2,1,5,2,4,4,1
0,0,57917,31,9,2,5,3,1,1,3,5829,0,58075,1587,53,0,0,0,0,1,0,0,0,95,0,0,0,0,0,0,0,0,0
0,0,30767,47,5,1,2,1,1,1,4,5816,0,57997,706,29022,117,31623,18884,168,3,21,3268,1547,38,0,0,1,3,5,1,2,4,1
0,0,112608,1,8,1,5,0,1,2,0,5808,1,40700,318,27793,12,0,0,53,1,10,2465,1361,346,1,0,2,4,4,0,0,3,1
0,0,199400,5,5,1,2,3,1,1,2,5807,1,57893,803,0,12,0,0,60,3,20,1012,4880,228,0,0,1,0,1,0,0,0,0
0,0,59470,1,4,1,3,0,3,1,0,5803,0,4229,681,2555,0,0,0,0,3,2041,77778,1508,2393,1,0,1,4,0,0,0,0,0
0,0,197674,1,1,1,1,0,1,1,3,5802,2,19674,5670,10978,0,0,0,0,3,1095,4595,3445,28,0,0,1,1,0,0,0,0,0
0,0,88653,1,6,1,4,0,3,1,0,5783,5,50444,59,0,25,0,0,0,3,294,1394,241,4483,3,0,1,0,3,0,0,0,2
0,0,202078,1,5,1,2,0,2,1,0,5752,3,57497,3025,0,64,0,0,5608,1,408,1043,38682,6,1,0,1,1,1,0,0,0,0
0,0,24012,1,7,2,4,1,2,1,0,5749,1,16051,3335,9111,12,0,0,5474,1,31,256,152,163,0,0,1,0,4,0,0,0,1
0,0,31463,28,6,1,4,3,1,1,4,5741,0,57476,1530,435,117,13849,0,0,3,1058,1270,3264,44,0,0,1,3,0,0,0,0,0
0,0,25929,6,1,1,1,1,1,1,4,5741,0,57476,655,435,0,0,0,331,1,0,0,0,1,0,0,0,2,0,0,0,2,1
0,0,58550,1,3,2,1,0,1,1,4,5737,3,11274,2723,6462,64,0,0,1062,3,36,544,7403,692,0,1,1,0,2,0,0,0,0
0,0,0,60,9,2,5,1,2,1,0,5736,0,57420,715,0,0,0,0,0,3,1689,13873,153,174,1,0,1,0,0,0,0,0,1
0,0,205894,69,2,2,2,3,2,1,2,5735,2,3636,11737,0,23,0,0,1760,3,67,31637,8635,2064,3,0,1,0,2,0,0,1,0
0,0,162069,0,0,0,0,0,0,0,0,5721,1,52324,296,0,12,0,0,59,3,740,772,408,44,0,0,2,0,2,0,0,2,0
0,0,99457,1,8,1,5,3,1,1,0,5696,5,57000,746,0,25,67426,0,1094,3,93,286,543,236,0,0,1,5,1,0,0,0,0
0,0,0,1,3,2,1,0,3,1,0,5678,3,14484,2543,8287,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4352,0,0,0,0,0,0,0,0,5672,4,3005,116,0,21,0,0,0,3,2,100054,126,228,2,4,1,0,3,0,0,0,0
1,0,207611,1,6,1,4,0,1,1,2,5669,1,41226,1430,28489,12,0,0,0,1,93,72027,4028,38,0,0,1,3,0,0,0,0,0
0,0,74747,48,4,1,3,1,1,1,0,5661,1,27160,15448,8486,0,5577,4036,0,3,16,480,2253,228,1,0,1,0,0,0,2,0,0
0,0,186468,1,7,2,4,0,1,1,3,5647,8,56643,29657,28426,0,0,0,0,3,43,25928,204,165,0,1,3,2,0,0,0,0,0
0,0,34075,1,1,1,1,0,1,1,3,5645,0,56632,1682,24883,117,0,0,0,1,280,1771,2998,7956,4,2,2,1,4,0,0,0,1
0,0,1786,1,8,1,5,0,2,1,2,5641,1,56591,969,28411,12,0,0,5474,3,396,1961,1622,38,0,0,2,1,0,0,0,0,0
0,0,179769,1,11,1,6,0,1,1,0,5639,1,56576,293,0,12,55845,0,16459,3,62,9347,16631,39,0,0,1,0,4,0,0,1,1
0,0,0,1,11,1,6,0,2,1,0,5636,0,56567,1567,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,704,18,8,1,5,3,1,2,2,5635,1,56566,1500,15,12,0,923,0,3,93,719,749,38,1,0,1,4,0,0,1,0,2
0,0,93484,0,0,0,0,0,0,0,0,5632,3,56551,527,28402,0,0,0,0,1,38,600,703,12,0,2,1,1,0,0,0,0,1
0,0,47229,1,5,1,2,1,1,1,0,5632,3,56551,3387,28402,0,0,0,0,3,93,6484,12942,6,0,0,2,4,0,0,0,0,0
0,0,92723,10,6,1,4,1,1,1,1,5624,1,56517,60,12168,12,0,0,18,1,34,1638,1597,237,0,1,1,2,4,0,0,2,0
0,0,171700,82,12,2,3,1,2,1,0,5614,0,3263,1313,2000,117,596,509,145,3,60,946,553,693,1,2,1,4,5,0,0,3,1
0,0,204091,1,1,1,1,0,1,1,1,5612,5,35732,6872,1378,25,0,449,0,1,953,5095,1227,843,0,0,4,0,0,0,2,0,0
0,0,137302,27,8,1,5,3,3,1,0,5608,0,56348,752,0,117,0,0,0,1,81,23349,678,1,1,2,4,4,2,0,0,0,2
0,0,0,1,6,1,4,0,2,1,4,5606,0,56337,1589,0,117,0,0,168,3,144,5608,17359,38,0,0,1,1,1,0,0,0,1
0,0,191645,15,8,1,5,3,1,1,4,5605,0,12719,1513,141,117,0,0,157,1,104,5348,1640,1,0,1,7,3,4,0,0,1,0
0,0,0,18,8,1,5,1,1,2,2,5605,0,12719,1513,141,117,0,0,145,1,7,1916,356,31,1,1,1,2,2,0,0,0,2
0,0,191869,0,0,0,0,0,0,0,0,5603,2,21969,2933,0,23,6156,0,1752,3,22,4421,528,410,0,0,1,1,4,0,0,2,2
0,0,205507,1,1,1,1,0,1,1,2,5586,10,50356,10394,16227,0,0,0,0,1,1720,1651,4713,252,1,0,2,1,0,0,0,0,0
0,0,0,1,8,1,5,0,1,1,3,5577,2,55683,5668,0,0,0,0,0,3,327,11322,5159,410,0,1,1,1,0,0,0,0,2
0,0,144514,15,8,1,5,1,1,1,4,5575,2,55667,14761,0,23,0,0,0,1,2310,307,788,10,0,0,1,2,2,0,0,0,0
0,0,38059,1,6,1,4,0,1,1,2,5573,3,55658,427,1165,64,0,0,0,3,6,22275,151,38,1,4,1,6,3,0,0,0,1
0,0,33104,18,8,1,5,3,1,2,0,5572,6,55635,2194,21706,0,0,0,0,3,98,31637,633,83,0,2,1,2,0,0,0,0,1
1,0,0,1,5,1,2,0,1,1,0,5554,5,55483,5071,6160,0,0,0,0,3,417,53663,7169,2187,0,1,1,1,0,0,0,0,2
0,0,82852,1,2,2,2,0,1,1,1,5545,3,55277,494,27830,0,0,0,0,1,67,19338,569,1091,0,2,4,0,0,0,0,0,2
0,0,84135,1,1,1,1,0,1,1,4,5540,4,10681,4258,6159,0,0,0,0,3,7,4430,1087,1,3,0,3,2,0,0,0,0,0
0,0,0,1,3,2,1,0,3,1,0,5540,4,10681,4258,6159,0,0,0,0,3,78,9304,34108,16626,1,0,1,1,0,0,0,0,2
0,0,0,1,6,1,4,0,1,1,0,5530,1,55168,297,15,12,13168,0,18,3,241,10133,1500,1269,0,1,1,2,1,0,0,0,2
0,0,98287,56,1,1,1,1,1,1,1,5529,1,55151,1550,27778,12,13160,8696,0,1,248,43275,633,298,2,1,4,4,2,4,4,0,0
0,0,76171,1,6,1,4,3,1,1,0,5524,0,55117,655,0,117,0,0,168,3,278,26492,3449,942,0,0,1,3,6,0,0,3,2
0,0,55021,1,6,1,4,1,1,1,0,5517,2,55051,1018,0,23,0,0,0,1,60,1094,323,38,1,5,4,6,4,0,0,0,1
0,0,58256,3,1,1,1,1,1,1,1,5508,10,55001,23735,517,75,0,146,780,1,198,30080,10031,509,0,0,2,3,3,0,3,2,0
0,0,181578,1,6,1,4,0,1,1,1,5504,2,50946,3999,25881,23,0,0,1752,1,278,7676,291,224,0,2,3,0,4,0,0,2,0
0,0,54468,11,6,1,4,1,1,1,2,5504,2,50946,9599,25881,23,0,0,0,1,105,2706,8705,2,2,2,1,1,1,0,0,0,1
1,0,206898,1,6,1,4,0,2,1,0,5491,28,54778,12379,3955,0,0,0,0,3,750,719,171,38,0,5,1,4,0,0,0,0,0
0,0,205096,1,6,1,4,0,1,2,2,5467,0,12488,23999,7135,117,0,0,0,1,2,71497,42,2586,1,0,1,2,1,0,0,0,0
0,0,120947,21,3,2,1,1,1,1,3,5466,3,54572,348,0,0,0,0,0,3,14,0,5556,162,1,0,1,3,0,0,0,0,2
0,0,92766,1,5,1,2,0,1,1,2,5456,2,54504,11052,0,23,0,0,1760,1,60,44617,279,472,5,0,2,0,1,0,0,1,0
0,0,92433,1,5,1,2,0,1,1,2,5453,0,54462,1653,0,117,0,0,0,1,359,1054,504,346,3,0,2,3,1,0,0,0,1
0,0,204430,1,8,1,5,0,1,1,2,5450,0,54456,1653,0,117,0,0,145,1,20,4509,3187,384,4,0,1,1,5,0,0,4,2
0,0,200165,22,8,1,5,2,1,1,1,5448,0,54452,22966,27493,117,0,0,168,1,193,31,3550,21551,1,2,1,0,5,0,0,4,0
0,0,7541,22,8,1,5,3,1,1,1,5446,6,54447,11532,6369,221,0,0,0,3,20,73340,3073,280,4,0,1,2,3,0,0,0,0
0,0,105261,1,6,1,4,0,1,1,3,5444,5,133,96,0,25,0,0,0,1,323,162,2528,94,0,0,2,1,3,0,0,0,0
0,0,50306,11,6,1,4,1,1,1,2,5444,5,133,26895,0,25,0,0,0,1,78,404,8890,20,2,0,1,0,2,0,0,0,0
0,0,97174,11,6,1,4,1,1,1,2,5439,0,700,660,0,117,0,0,0,3,42,37237,28645,0,0,0,4,2,3,0,0,0,2
0,0,125070,1,5,1,2,0,1,1,4,5436,5,13953,6913,0,25,2672,0,606,3,64,1012,4318,94,0,0,1,1,6,3,0,4,2
0,0,0,1,5,1,2,0,1,1,1,5425,0,20727,15362,11522,0,0,0,0,3,99,0,0,938,0,0,1,2,0,0,0,0,1
0,0,202685,1,5,1,2,0,1,1,1,5413,5,11596,5071,6632,25,0,0,0,1,1440,9783,46115,805,1,1,1,1,2,0,0,0,2
0,0,163828,15,8,1,5,3,1,1,3,5392,2,41312,97,21474,23,0,0,1918,3,1,31,173,44,4,0,1,1,3,0,0,2,0
0,0,143351,23,6,1,4,1,1,1,4,5392,2,41312,97,21474,23,12770,8461,1918,3,38,21590,2283,48,3,0,1,1,5,1,1,4,0
0,0,92825,1,6,1,4,0,1,1,2,5386,0,12606,1311,7201,117,2351,0,148,3,176,15897,78,927,4,1,1,1,4,1,0,2,1
0,0,171095,1,6,1,4,0,1,1,3,5376,1,17313,1430,9784,12,0,0,0,3,100,8652,2291,38,0,0,1,4,0,0,0,0,0
0,0,0,1,6,1,4,0,1,1,0,5375,1,53538,1972,27060,12,0,0,5474,3,603,1340,27,94,1,0,1,1,5,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,5359,0,53285,660,0,117,0,0,0,1,98,1239,356,264,3,2,1,3,2,0,0,0,2
0,0,29121,15,8,1,5,1,1,1,4,5357,0,53284,716,53,117,0,17,331,3,38,7362,155,54,0,0,4,0,4,0,3,1,0
0,0,127884,23,6,1,4,1,1,1,3,5345,2,53013,1519,0,23,0,0,2506,1,9,162,29,38,0,0,1,6,6,0,0,0,0
0,0,39668,1,2,2,2,0,1,1,3,5345,2,53013,9599,0,23,0,0,262,1,416,21389,771,358,0,0,1,1,5,0,0,1,1
0,0,0,1,1,1,1,0,1,1,2,5334,1,52847,1500,0,12,0,0,0,1,193,21073,218,45,0,5,5,1,4,0,0,0,2
0,0,12435,1,6,1,4,0,3,1,0,5325,2,41060,9595,0,23,0,0,185,3,81,1473,4779,3265,5,0,1,3,4,0,0,5,0
0,0,1616,1,7,2,4,0,1,1,0,5324,4,52682,17764,26654,0,0,0,0,3,67,1785,207,187,1,0,1,1,0,0,0,0,0
0,0,118861,1,7,2,4,0,1,1,4,5323,1,7138,1430,4207,12,17885,11509,0,3,7,49285,644,28216,1,0,1,1,2,1,1,0,0
0,0,0,23,6,1,4,1,1,1,4,5305,4,10979,37027,2446,0,0,0,0,3,4506,7504,0,3276,0,2,6,0,0,0,0,0,1
0,0,90208,0,0,0,0,0,0,0,0,5304,3,52688,494,823,64,0,0,461,3,20,12642,104,7161,1,0,3,3,4,0,0,1,2
1,0,0,1,10,2,6,0,2,1,0,5297,3,28216,77453,0,64,0,0,11956,3,993,0,0,5237,0,0,1,1,1,0,0,0,2
0,0,130640,0,0,0,0,0,0,0,0,5281,2,52624,88,0,23,0,0,185,3,122,4254,144,117,3,0,4,4,2,0,0,2,0
0,0,90441,1,5,1,2,0,1,1,0,5280,0,22750,655,12596,117,4615,3434,157,3,81,2116,9,40,0,0,1,5,4,2,2,3,0
0,0,187013,21,3,2,1,1,1,1,3,5278,1,2440,124,1509,12,0,0,6,3,2,453,1430,39,0,0,1,3,4,0,0,3,0
0,0,77086,0,0,0,0,0,0,0,0,5265,0,1381,655,1491,117,0,0,145,3,235,20543,3836,6505,0,0,1,4,5,0,0,4,1
0,0,135487,0,0,0,0,0,0,0,0,5244,1,20968,30,0,12,0,0,0,3,123,372,456,6621,1,0,1,3,2,0,0,0,0
0,0,152703,1,1,1,1,0,1,1,2,5229,12,52071,17226,26407,259,76788,8178,0,1,1320,3515,3772,867,2,0,1,2,1,1,1,0,0
0,0,0,1,3,2,1,0,1,1,1,5227,0,12608,1311,53,117,0,17,0,1,60,17697,1997,24,0,0,1,1,2,0,2,0,1
0,0,205200,1,6,1,4,0,1,1,3,5225,0,37938,660,0,117,0,0,168,1,685,41059,24447,255,0,0,1,1,1,0,0,0,1
0,0,28955,1,1,1,1,0,2,1,3,5225,0,37938,660,0,117,0,0,145,3,146,162,8277,36,1,1,1,1,2,0,0,1,1
0,0,0,1,6,1,4,0,2,1,2,5225,0,37938,1530,0,117,0,0,331,3,293,0,3563,36,0,1,1,0,3,0,0,2,2
0,0,163765,23,6,1,4,1,1,1,3,5221,1,51991,13361,167,12,31008,43,18,3,38,404,2744,108,1,0,2,1,5,1,2,3,1
0,0,12074,1,8,1,5,0,1,1,0,5220,5,51962,27512,0,0,0,0,0,3,278,163,5,1,0,0,1,3,0,0,0,0,1
0,0,170058,1,1,1,1,3,3,1,0,5215,5,2326,9966,1449,0,0,0,0,3,1808,1761,31827,53,3,3,4,0,0,0,0,0,0
0,0,102331,11,6,1,4,1,1,1,2,5215,5,2326,30092,1449,0,0,0,179,1,94,81352,2406,271,2,2,1,0,0,0,0,1,0
0,0,107846,1,6,1,4,0,2,1,0,5207,0,51823,990,0,0,0,0,0,3,338,46183,13930,36,1,0,1,1,0,0,0,0,0
0,0,0,1,6,1,4,0,1,1,4,5196,2,96,1519,76,23,0,0,0,3,164,67553,1209,595,1,0,1,4,1,0,0,0,2
0,0,66186,1,1,1,1,0,1,1,3,5177,2,51479,7150,0,23,64303,0,0,3,1,21617,1429,108,0,1,1,4,1,1,0,0,0
0,0,0,1,6,1,4,0,1,1,2,5175,2,22653,3286,0,23,0,0,1760,3,203,23305,185,94,4,0,1,1,3,0,0,0,2
1,0,112992,18,8,1,5,1,1,2,2,5174,0,3365,1087,0,117,5228,0,4491,1,7,3816,2839,54,0,2,1,5,5,3,0,1,0
0,0,0,1,5,1,2,0,1,1,4,5174,0,3365,1923,0,117,5228,0,0,3,4,3428,14249,39,0,3,1,1,2,1,0,0,2
0,0,0,1,11,1,6,0,2,1,0,5171,1,28352,13361,15291,12,0,0,0,1,37,103171,9035,346,0,0,1,1,0,0,0,0,1
0,0,0,1,6,1,4,0,2,1,0,5162,2,51306,3286,53,23,46311,17,2518,3,521,11148,144,1831,3,0,3,3,4,2,2,1,1
0,0,103528,1,6,1,4,0,1,1,2,5156,1,51175,60,0,12,0,0,59,1,26,944,1247,44,2,0,1,1,4,0,0,2,2
0,0,127735,1,5,1,2,0,2,1,0,5144,0,51090,10641,25956,117,0,0,0,1,104,21829,17137,344,1,0,1,1,1,0,0,0,0
0,0,44774,0,0,0,0,0,0,0,0,5132,0,16297,681,0,117,0,0,0,3,4,24981,0,38,1,0,1,1,2,0,0,0,1
0,0,181358,1,1,1,1,0,1,1,2,5129,0,50966,655,0,117,0,0,331,3,60,5044,548,44,3,0,4,6,5,0,0,3,0
1,0,147122,1,6,1,4,0,3,1,0,5118,2,50946,5047,25881,23,0,0,0,3,412,7764,456,38,1,0,1,4,1,0,0,0,0
0,0,146086,0,0,0,0,0,0,0,0,5113,0,9532,715,0,117,9714,0,0,3,93,2135,50088,26928,0,1,1,1,0,1,0,0,0
0,0,35897,54,6,1,4,2,1,1,1,5090,0,20806,681,0,117,6500,0,0,1,376,3919,55,615,0,0,1,3,1,1,0,0,0
0,0,169435,17,11,1,6,3,1,1,3,5082,3,50728,5128,25796,0,0,0,0,1,594,125,3187,336,1,1,1,2,0,0,0,0,1
0,0,211070,10,6,1,4,1,1,1,1,5075,0,14102,1313,53,117,0,17,331,3,16,38066,205,38,1,2,1,0,2,0,2,0,0
0,0,0,1,6,1,4,0,1,2,3,5075,0,14102,689,53,117,0,17,351,3,75,1394,11203,1104,1,0,1,3,4,0,3,3,2
0,0,68265,22,8,1,5,3,1,1,1,5072,1,50598,1430,25728,12,0,0,0,3,70,1840,2671,805,5,0,1,3,0,0,0,0,0
0,0,103528,1,6,1,4,0,1,1,2,5061,1,29186,14757,15691,12,0,0,0,1,26,626,1247,44,1,2,1,1,4,0,0,0,0
0,0,0,1,5,1,2,0,1,1,2,5018,8,26568,4811,8453,0,0,0,0,3,119,904,6,291,3,0,1,0,0,0,0,0,2
0,0,30325,76,7,2,4,3,2,1,2,5014,8,50113,12703,25502,0,0,0,0,3,671,41,35,38,0,0,1,1,0,0,0,0,0
0,0,164485,0,0,0,0,0,0,0,0,5004,29,50001,26676,25440,0,0,0,0,3,2232,4608,651,143,0,0,1,0,0,0,0,0,0
0,0,76848,1,1,1,1,0,1,1,3,4996,1,41438,60,21525,12,0,0,54,3,37,626,2778,935,1,0,1,1,4,0,0,2,0
0,0,10271,1,6,1,4,2,1,1,0,4972,2,26508,10819,53,0,0,0,0,1,2,8330,3557,716,0,2,1,0,0,0,0,0,0
0,0,95025,1,8,1,5,0,1,1,2,4970,2,15751,8015,25154,23,0,0,0,3,21,403,2461,376,2,2,3,0,3,0,0,0,0
0,0,41755,1,6,1,4,3,1,1,0,4970,2,15751,17867,25154,23,0,0,0,3,62,23799,45,299,1,0,2,1,0,0,0,0,2
0,0,7699,1,7,2,4,0,1,1,3,4961,0,49243,1513,0,117,0,0,145,1,37,12086,867,38,0,3,1,3,5,0,0,2,2
0,0,21847,1,1,1,1,0,3,1,0,4949,0,10117,1313,0,117,1866,0,145,3,99,168,6678,1711,2,0,1,3,2,1,0,1,0
0,0,0,1,6,1,4,0,1,1,0,4942,0,49087,655,24997,117,0,0,932,1,93,21045,464,38,6,1,1,5,6,0,0,4,1
0,0,139537,1,1,1,1,0,1,1,3,4939,0,49074,1313,0,117,0,0,933,3,15,0,115,506,2,0,2,4,2,0,0,2,1
0,0,85709,28,6,1,4,3,1,1,4,4929,2,23498,3286,0,23,0,0,1018,1,588,2426,6179,1,0,0,2,3,5,0,0,2,0
0,0,87533,1,6,1,4,1,1,1,0,4926,1,48961,313,18044,12,0,0,8576,1,104,39757,23971,71,0,1,1,3,2,0,0,2,0
0,0,138038,1,8,1,5,0,1,1,3,4918,5,28901,6872,0,0,0,0,0,1,23,23765,862,1,0,1,2,3,0,0,0,0,0
0,0,0,1,3,2,1,0,1,1,2,4917,1,44902,60,23138,0,0,0,0,3,139,6014,6561,1434,0,0,1,0,0,0,0,0,1
0,0,191314,1,9,2,5,1,1,1,0,4900,0,27820,1507,0,117,18037,0,0,1,67,1407,279,424,0,0,1,3,1,3,0,0,0
0,0,7917,43,7,2,4,1,1,1,3,4885,2,48503,7150,0,23,15710,0,0,1,67,253,2314,224,0,0,1,4,2,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4869,17,48314,13299,24668,0,0,0,0,3,38,3542,3181,117,0,1,1,1,0,0,0,0,2
0,0,143915,1,8,1,5,0,1,1,2,4867,4,48284,10232,24652,21,0,0,0,3,21,12989,693,1,5,3,2,2,3,0,0,0,0
0,0,55412,11,6,1,4,1,1,1,2,4863,2,8506,5529,4990,23,0,0,263,1,61,1665,3234,38,1,0,1,2,4,0,0,4,1
0,0,65444,1,5,1,2,0,2,1,0,4843,0,48078,706,0,117,0,0,0,3,43,1586,366,351,7,0,1,5,2,0,0,0,1
0,0,1131,1,6,1,4,0,1,1,2,4841,5,1066,6872,0,25,4089,0,1094,3,215,90048,48433,1345,6,1,1,1,3,2,0,1,1
0,0,99881,8,1,1,1,1,1,1,2,4827,1,47935,293,8865,12,0,0,0,1,93,2470,4986,783,2,0,1,0,4,0,0,0,0
0,0,154493,1,6,1,4,1,1,1,0,4824,1,47930,1027,24509,0,0,0,0,3,267,3542,1698,346,0,0,1,2,0,0,0,0,0
0,0,184219,1,1,1,1,0,1,1,4,4820,0,47859,716,24473,117,0,0,556,3,109,45569,1773,94,4,0,1,4,3,0,0,3,0
0,0,7826,45,6,1,4,3,1,2,2,4818,20,47843,22764,24461,1928,0,0,6441,3,32,4758,1094,1,0,0,4,4,1,0,0,2,1
0,0,189717,1,5,1,2,0,3,1,0,4806,1,47727,293,0,12,0,0,0,3,385,2018,2632,36,0,0,1,4,0,0,0,0,2
0,0,0,31,9,2,5,1,1,1,4,4799,0,47635,716,53,117,0,17,145,3,79,102803,37552,1717,0,1,1,1,3,0,1,0,1
0,0,0,1,8,1,5,3,1,1,0,4799,0,47635,716,53,117,0,17,146,3,1286,3911,1031,217,1,1,3,3,3,0,2,2,1
0,0,179101,1,8,1,5,0,3,1,0,4798,0,35669,655,0,117,11002,0,142,1,4,41,42,44,1,0,1,1,4,1,0,3,0
0,0,202542,1,1,1,1,0,1,1,2,4780,0,47510,655,24304,117,0,0,331,3,53,580,2472,44,1,0,1,1,4,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,4756,0,47362,681,0,117,0,0,556,1,99,12931,16623,23251,0,2,1,0,1,0,0,0,2
0,0,0,46,1,1,1,3,1,1,1,4741,4,47139,191,0,21,0,0,2160,3,43,7846,193,44,1,0,1,1,2,0,0,2,1
0,0,0,13,3,2,1,3,1,1,3,4739,5,11417,1341,0,25,0,0,0,3,122,33066,22415,18198,4,2,1,2,1,0,0,0,2
0,0,0,1,1,1,1,0,1,1,1,4732,0,47074,1087,24108,117,0,0,0,1,64,47,468,160,0,0,3,0,1,0,0,0,2
0,0,164422,30,5,1,2,3,1,1,4,4701,1,46603,1500,0,12,0,0,0,3,169,31,308,44,1,1,1,0,3,0,0,0,0
0,0,73255,28,6,1,4,3,1,1,3,4701,1,46603,296,0,12,0,0,59,3,203,7532,4074,94,0,0,1,3,3,0,0,2,1
0,0,55433,1,1,1,1,0,1,1,4,4699,1,46601,1500,23867,12,74230,39024,59,1,176,29008,1549,783,4,0,1,3,3,1,1,3,2
0,0,184473,23,6,1,4,1,1,1,3,4698,1,46600,1028,23866,12,0,7204,0,1,23,11463,8485,2723,0,1,1,1,2,0,0,0,0
0,0,107740,1,7,2,4,0,2,1,0,4693,3,46552,2564,10119,64,0,0,0,3,67,46154,1339,410,0,0,1,2,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,4692,0,2950,10185,0,0,0,0,0,1,621,596,25036,298,3,2,5,1,0,0,0,0,1
0,0,53494,27,8,1,5,3,2,1,3,4686,1,22757,60,0,0,0,0,0,3,0,0,0,508,0,0,0,1,0,0,0,0,2
0,0,0,1,8,1,5,0,1,1,4,4685,1,22757,3335,0,12,0,0,0,1,547,3508,5988,117,2,0,1,5,3,0,0,0,2
0,0,0,22,8,1,5,2,1,1,1,4685,1,22757,1972,0,0,0,0,0,1,370,9877,1625,1292,0,0,1,0,0,0,0,0,1
0,0,101560,34,7,2,4,1,1,1,4,4682,1,46452,30,2845,12,0,5399,0,1,323,53,16,9080,2,0,1,3,1,0,0,0,1
0,0,137992,1,1,1,1,0,1,1,0,4681,1,12552,296,7173,12,0,0,0,1,60,730,764,44,1,0,4,3,1,0,0,0,1
0,0,170557,1,6,1,4,0,3,1,0,4678,1,46432,293,4546,12,0,0,0,3,122,63065,242,96,4,3,1,0,1,0,0,0,1
0,0,3657,1,6,1,4,0,1,1,0,4667,2,46287,18105,0,23,0,0,0,1,122,162,2820,36,2,4,1,0,1,0,0,0,0
0,0,0,18,8,1,5,1,1,2,2,4667,2,46287,18105,0,23,12544,0,2506,1,6,0,1178,224,4,0,1,2,4,0,0,2,2
0,0,174525,10,6,1,4,1,1,1,1,4666,2,698,29209,3692,23,339,881,0,1,1029,9665,3811,360,2,1,5,4,1,1,0,0,1
0,0,143105,53,5,1,2,2,1,1,2,4666,2,698,5668,3692,23,339,881,1752,1,67,162,1227,3283,2,1,3,3,4,0,0,2,0
0,0,140161,50,9,2,5,1,1,2,0,4662,28,46173,34696,23669,0,0,0,0,3,392,55132,5145,26,3,0,1,1,0,0,0,0,1
0,0,46476,1,7,2,4,0,1,1,2,4662,28,46173,9869,23669,0,0,0,0,3,80,10165,16307,3244,1,0,1,2,0,0,0,0,2
1,0,0,1,3,2,1,0,1,1,0,4662,28,46173,74158,23669,0,0,0,0,3,67,938,301,130,1,0,1,0,0,0,0,0,2
0,0,119759,52,6,1,4,1,2,1,3,4659,0,26537,12199,23616,117,5419,15242,4070,1,93,4596,19301,38,0,0,1,1,3,1,1,0,0
0,0,28217,0,0,0,0,0,0,0,0,4629,0,45831,710,53,117,0,17,331,3,20,2500,19880,75,0,1,1,3,4,0,3,2,0
0,0,0,0,0,0,0,0,0,0,0,4620,5,23477,1871,12949,25,0,0,0,3,164,0,12018,2129,0,0,1,2,1,0,0,0,1
0,0,149121,0,0,0,0,0,0,0,0,4604,0,45544,2604,51,117,0,16,2648,3,169,85079,1241,91,1,0,1,1,4,0,1,1,0
