click,purchase,userid,121,122,124,125,126,127,128,129,itemid,domain,207,210,216,508,509,702,853,301,109_14,110_14,127_14,150_14,D109_14,D110_14,D127_14,D150_14,D508,D509,D702,D853,train_tag,is_augmented
0,0,159270,8,1,1,1,1,1,1,2,0,1,119708,293,0,12,61038,0,59,3,458,94497,4773,661,2,0,1,2,3,1,0,3,1,FALSE
0,0,157784,0,0,0,0,0,0,0,0,0,1,184635,803,1545,12,0,0,0,3,123,13817,4152,3755,2,3,2,3,1,0,0,0,0,FALSE
0,0,155054,37,5,1,2,1,1,1,1,0,1,151995,1946,1819,12,0,0,0,3,34,580,2105,52,2,1,1,2,0,0,0,0,0,FALSE
0,0,152872,47,5,1,2,1,1,1,3,0,1,104659,994,4896,12,0,0,60,3,23,33657,1027,1575,1,2,2,1,4,0,0,3,0,FALSE
0,0,147571,23,6,1,4,1,1,1,4,0,1,8053,318,4756,12,1449,1182,2073,3,168,35442,42,39,1,0,1,2,0,4,4,0,0,FALSE
0,0,139607,1,8,1,5,0,1,2,2,0,1,111874,60,0,12,0,0,18,3,45,1833,16952,14,0,0,1,5,3,0,0,2,0,FALSE
0,0,136223,1,8,1,5,0,1,1,4,0,1,8090,1848,4769,12,1457,1187,59,1,38,10278,803,94,2,6,2,0,5,6,6,4,0,FALSE
0,0,131735,18,8,1,5,1,1,2,2,0,1,195597,60,83272,12,0,0,1809,3,327,309,693,31,1,0,1,4,4,0,0,1,1,FALSE
0,0,127781,47,5,1,2,2,1,1,3,0,1,69019,16583,8865,0,17333,2364,0,3,971,39975,216,515,3,0,2,1,0,3,3,0,0,FALSE
0,0,124711,1,6,1,4,0,1,1,3,0,1,125148,3030,94254,12,0,51907,2461,1,20,3326,176,21,6,2,2,1,5,0,4,3,1,FALSE
0,0,121647,69,2,2,2,1,2,1,2,0,1,118952,6522,0,0,0,0,0,3,54,36369,208,14,0,0,1,3,0,0,0,0,1,FALSE
0,0,120279,1,6,1,4,0,2,1,4,0,1,41176,293,6333,12,0,0,49,3,193,42502,95,38,0,1,1,4,2,0,0,2,2,FALSE
0,0,119357,1,5,1,2,0,1,1,2,0,1,131752,293,59383,12,0,0,0,1,71,49413,2797,367,3,0,1,3,4,0,0,0,0,FALSE
0,0,118132,1,8,1,5,3,1,1,0,0,1,74841,296,36445,12,0,0,55,3,93,5025,27,176,3,0,2,5,4,0,0,2,2,FALSE
0,0,115855,1,6,1,4,0,1,2,1,0,1,190162,10977,81259,12,0,0,0,1,267,19672,2021,54,0,0,2,1,3,0,0,0,2,FALSE
0,0,111527,28,6,1,4,3,1,1,4,0,1,163798,6426,0,12,0,0,6,3,4,113,2200,171,3,0,1,2,1,0,0,2,0,FALSE
0,0,107414,1,5,1,2,0,1,1,2,0,1,99426,318,44741,12,27798,15936,202,1,390,16514,6639,2146,2,0,1,4,4,4,4,3,1,FALSE
0,0,106066,1,3,2,1,0,1,1,3,0,1,0,293,0,12,0,0,0,3,801,22947,17429,26,0,3,2,1,2,0,0,0,0,FALSE
0,0,97635,1,8,1,5,0,1,1,0,0,1,115951,60,0,12,0,0,0,1,7,35456,2938,411,1,0,1,0,3,0,0,0,0,FALSE
0,0,96750,1,2,2,2,0,1,1,2,0,1,195897,16060,0,12,0,0,0,1,20,3629,591,39,1,0,1,2,2,0,0,0,2,FALSE
0,0,95652,1,6,1,4,0,1,1,2,0,1,110601,4484,0,0,0,0,0,1,134,1555,1918,908,0,1,1,5,0,0,0,0,1,FALSE
0,0,80898,22,8,1,5,3,1,1,2,0,1,41736,1430,0,12,0,0,0,3,20,586,406,121,1,1,1,0,2,0,0,0,1,FALSE
0,0,80515,1,6,1,4,0,1,1,0,0,1,236628,13372,0,12,94510,0,202,1,215,79547,21648,595,3,0,1,5,4,1,0,2,0,FALSE
0,0,75688,45,6,1,4,3,1,1,2,0,1,101179,1430,44200,12,100737,39022,18,3,9,1010,711,31,0,0,1,0,4,4,5,3,2,FALSE
0,0,65026,11,6,1,4,1,1,1,2,0,1,54532,1028,15,0,40644,0,0,3,1121,16977,235,38,0,0,2,2,0,2,0,0,0,FALSE
0,0,64253,1,1,1,1,0,1,1,0,0,1,0,803,59434,12,0,0,2071,3,60,5092,373,39,0,1,1,1,4,0,0,1,1,FALSE
0,0,59558,23,6,1,4,1,1,1,4,0,1,28820,1848,0,12,6034,0,2150,3,38,11901,1495,38,0,3,2,5,5,1,0,3,2,FALSE
0,0,58348,1,1,1,1,0,1,1,2,0,1,148997,39442,54910,12,72841,20992,25865,1,656,2968,271,24,0,2,2,1,3,3,3,2,0,FALSE
0,0,55312,6,1,1,1,1,1,1,3,0,1,42758,19600,22162,12,9719,6618,0,3,403,7775,1243,38,0,3,1,3,1,0,0,0,0,FALSE
0,0,54593,0,0,0,0,0,0,0,0,0,1,43886,16698,14442,12,0,3947,5422,3,98,78,3685,38,0,0,2,4,5,3,3,2,2,FALSE
0,0,54556,1,1,1,1,0,1,1,0,0,1,33577,60,0,12,0,0,18,3,186,28684,10584,404,1,0,1,0,4,0,0,2,0,FALSE
0,0,49474,45,6,1,4,3,1,1,2,0,1,163237,4508,0,0,0,0,0,1,199,23571,40751,8180,5,1,1,4,0,0,0,0,1,FALSE
0,0,48688,1,1,1,1,0,1,1,1,0,1,241961,1027,21313,12,0,7659,0,1,69,23291,16811,124,0,0,2,0,3,0,3,0,0,FALSE
0,0,46947,23,6,1,4,1,1,1,3,0,1,165543,297,0,12,0,0,0,3,38,3112,2214,1,0,2,1,5,5,0,0,0,0,FALSE
0,0,46702,1,7,2,4,0,1,1,0,0,1,50783,13252,25814,12,0,0,53,1,7,13461,34746,38,0,3,2,4,3,0,0,1,0,FALSE
0,0,44155,5,5,1,2,3,1,1,2,0,1,1461,6700,0,0,0,0,0,3,998,13571,15359,0,2,1,1,0,0,0,0,0,2,FALSE
0,0,41045,28,6,1,4,3,1,1,4,0,1,93791,1430,0,12,33038,0,59,1,24,14731,2533,209,0,0,1,1,2,3,0,2,0,FALSE
1,0,40717,47,5,1,2,1,1,1,3,0,1,229083,317,0,12,0,0,2150,3,280,18614,318,8,1,1,1,0,3,0,0,1,0,FALSE
0,0,32432,56,1,1,1,2,1,1,2,0,1,0,37251,12771,12,0,0,1809,1,66,1493,17,298,0,0,1,4,5,0,0,0,0,FALSE
0,0,30475,1,8,1,5,0,1,2,3,0,1,213739,803,5582,12,0,0,200,3,60,18877,1817,28149,1,0,1,1,3,0,0,0,0,FALSE
0,0,27991,0,0,0,0,0,0,0,0,0,1,82735,14757,0,12,21954,0,0,3,267,1770,391,38,0,1,1,4,3,0,0,0,2,FALSE
0,0,26033,1,1,1,1,1,1,1,0,0,1,48248,12073,22,12,0,8,0,1,187,13548,44545,608,0,0,1,0,2,0,5,0,2,FALSE
0,0,25425,0,0,0,0,0,0,0,0,0,1,114752,4484,52812,12,0,0,269,3,246,16478,9841,143,0,0,1,5,4,0,0,4,0,FALSE
0,0,22903,8,1,1,1,1,1,1,2,0,1,112586,1500,0,12,0,0,269,3,688,298,651,38,0,0,1,4,3,0,0,4,1,FALSE
0,0,22669,22,8,1,5,1,1,1,2,0,1,133670,8550,70481,12,89479,48168,202,1,105,886,10317,43,0,0,2,1,3,1,1,1,0,FALSE
0,0,17149,11,6,1,4,1,1,1,2,0,1,104853,124,167,12,0,0,2071,1,416,330,651,249,1,1,1,0,3,0,0,3,0,FALSE
0,0,15197,1,6,1,4,1,1,1,0,0,1,203704,296,86211,12,0,0,55,3,105,3780,323,2265,1,0,1,1,2,0,0,1,0,FALSE
0,0,12961,1,6,1,4,0,1,1,3,0,1,254198,317,103378,0,0,0,0,3,122,5660,416,9534,4,0,3,1,0,0,0,0,0,FALSE
0,0,12590,46,1,1,1,3,1,1,2,0,1,0,1430,0,12,0,0,1366,3,37,4192,229,38,0,1,2,3,1,0,0,1,2,FALSE
0,0,10175,1,9,2,5,0,1,1,1,0,1,63470,4484,2272,12,0,578,200,1,122,2191,5909,206,4,1,1,4,3,0,6,2,0,FALSE
0,0,9387,0,0,0,0,0,0,0,0,0,1,0,317,0,0,0,0,0,3,93,1346,654,44,1,0,2,1,0,0,0,0,0,FALSE
0,0,7142,19,3,2,1,1,1,1,2,0,1,32456,33205,1704,12,38693,22407,6,1,289,6230,4598,185,1,0,1,5,4,1,3,4,0,FALSE
0,0,2109,11,6,1,4,1,1,1,2,0,1,1707,7973,1070,12,921,774,31521,1,215,0,320,5928,3,1,1,1,4,3,3,0,2,FALSE
0,0,2081,1,6,1,4,0,2,1,2,0,1,110140,26558,28381,12,66307,0,53,3,45,2774,1831,264,0,1,1,6,4,0,0,3,2,FALSE
0,0,0,1,5,1,2,0,1,1,0,0,1,13087,293,22717,12,18491,41592,0,1,48,8043,1339,940,1,0,1,1,2,0,2,0,2,FALSE
0,0,0,1,7,2,4,0,1,1,2,0,1,55168,124,0,12,0,0,0,3,528,8617,7671,733,1,0,2,3,1,0,0,0,1,FALSE
0,0,0,1,5,1,2,0,1,1,4,0,1,259271,7577,0,12,0,0,2145,3,44,0,9131,7028,4,0,2,0,2,0,0,1,1,FALSE
0,0,0,8,1,1,1,1,1,1,2,0,1,103720,318,776,12,0,230,0,1,488,1651,294,44,1,2,1,0,3,0,1,0,2,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,1,51175,4484,0,0,0,0,0,1,243,1629,391,8818,0,0,1,0,0,0,0,0,2,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,1,157880,1972,1865,0,0,475,0,3,777,58783,1654,25081,1,1,1,0,0,0,3,0,2,FALSE
0,0,0,1,5,1,2,0,3,1,0,0,1,0,290,0,12,0,0,54,1,21,0,303,298,1,0,1,2,2,0,0,2,1,FALSE
0,0,0,1,6,1,4,0,1,2,3,0,1,8029,317,3171,12,1441,796,0,3,84,1056,9,1,0,2,2,2,2,1,1,0,1,FALSE
0,0,0,1,4,1,3,0,3,1,0,0,1,53039,318,26800,12,0,0,49,3,294,0,53746,94,3,0,1,0,3,0,0,1,1,FALSE
0,0,0,39,1,1,1,3,1,1,3,0,1,13353,1500,7635,12,0,0,0,3,60,212,678,16382,2,0,1,3,0,0,0,0,2,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,1,199498,297,61418,0,0,0,0,3,94,0,12211,20507,0,0,2,0,0,0,0,0,2,FALSE
1,0,0,10,6,1,4,1,1,1,1,0,1,212564,318,0,12,0,0,0,1,53,3067,3003,44,2,0,1,0,3,0,0,0,1,FALSE
0,0,0,1,6,1,4,0,1,1,2,0,1,21938,1500,12169,12,37306,21705,0,1,181,0,449,486,1,0,1,2,1,2,2,0,2,FALSE
0,0,0,1,8,1,5,0,1,1,3,0,1,8759,59428,97534,12,0,0,0,3,21,2789,1591,340,1,0,3,1,1,0,0,0,2,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,1,230048,40647,0,12,0,0,4828,3,93,658,29924,783,1,1,1,2,3,0,0,1,1,FALSE
0,0,0,1,9,2,5,0,1,2,0,0,1,28352,1028,15291,0,34798,20438,0,3,45,2956,3626,375,1,3,1,3,0,3,3,0,2,FALSE
0,0,0,1,6,1,4,1,1,1,0,0,1,241759,318,11033,12,0,43889,6,3,575,0,10478,1882,0,4,1,2,2,1,1,1,1,FALSE
0,0,118632,1,11,1,6,0,1,1,0,41754,2,45429,3417,0,23,40819,0,3010,3,294,124,3165,38,0,0,1,1,1,0,0,1,2,FALSE
0,0,24187,1,1,1,1,0,1,1,1,41196,2,54528,758,27536,23,20089,12739,262,1,531,1921,406,1241,3,1,1,1,3,1,1,1,1,FALSE
0,0,202153,6,1,1,1,1,1,1,4,40647,2,26537,18976,23616,23,5419,15242,0,3,81,2905,29,94,1,2,1,3,3,4,5,0,0,FALSE
0,0,119500,55,1,1,1,1,2,1,2,40359,2,23305,2933,12889,23,4731,3525,2518,3,60,5827,28765,1,1,0,1,1,2,3,3,1,0,FALSE
0,0,164381,0,0,0,0,0,0,0,0,39945,2,138446,2908,0,23,0,0,0,3,166,1014,1222,1220,0,0,1,1,2,0,0,0,0,FALSE
0,0,117212,1,6,1,4,0,1,1,2,39685,2,23082,72466,0,23,0,0,0,3,105,256,294,9010,0,2,3,2,2,0,0,0,2,FALSE
0,0,60586,1,8,1,5,0,1,1,2,38765,2,15762,1969,565,23,4261,169,1752,3,807,1018,34440,44,1,1,1,1,4,4,4,5,0,FALSE
0,0,202266,23,6,1,4,1,1,1,4,38604,2,2148,2908,1353,23,0,0,185,1,97,13743,54347,94,1,2,2,0,1,0,0,3,0,FALSE
0,0,0,1,7,2,4,0,1,1,4,38528,2,33662,71989,17900,23,0,0,262,3,38,343,654,167,4,2,2,2,3,0,0,3,1,FALSE
1,0,37662,8,1,1,1,1,1,1,2,37659,2,38164,5668,20021,23,20623,12991,185,3,169,125,520,527,1,0,2,1,3,3,3,2,2,FALSE
0,0,130862,1,1,1,1,0,2,1,1,37605,2,97154,5649,0,23,110595,0,1018,3,164,52638,30264,17211,3,0,3,2,3,2,0,2,0,FALSE
0,0,146551,1,6,1,4,1,1,1,0,37387,2,11749,2908,6707,23,2178,1700,2517,3,657,38199,3848,21,3,4,1,4,3,3,3,2,0,FALSE
0,0,0,1,2,2,2,0,1,1,0,37366,2,253222,3417,0,0,0,0,0,3,44,0,197,351,0,3,1,1,0,0,0,0,1,FALSE
0,0,0,0,0,0,0,0,0,0,0,36858,2,50231,2933,561,23,0,524,3563,3,231,0,44408,194,1,0,1,3,1,0,0,3,1,FALSE
0,0,188536,47,5,1,2,1,1,1,3,36621,2,11749,97,6707,23,2178,1700,4611,3,98,1422,1031,1837,0,0,1,1,4,0,0,1,1,FALSE
0,0,199225,0,0,0,0,0,0,0,0,36275,2,23874,3286,0,23,0,0,0,3,38,12855,4547,1007,0,0,1,3,0,0,0,0,0,FALSE
1,0,131264,1,6,1,4,0,1,1,2,36218,2,20882,38209,0,23,0,0,6537,1,1,2009,366,44,0,0,3,1,5,0,0,1,1,FALSE
0,0,113919,0,0,0,0,0,0,0,0,36206,2,15870,42136,14741,0,0,0,0,1,122,1194,14672,101,4,1,2,1,0,0,0,0,0,FALSE
0,0,152953,6,1,1,1,1,1,1,4,35165,2,43854,1969,565,23,0,169,2517,1,9,58618,779,39,6,1,1,4,4,0,0,0,1,FALSE
0,0,169344,1,8,1,5,0,1,1,0,34353,2,103710,6428,48406,23,0,0,185,3,37,666,5601,25,0,1,1,3,3,0,0,2,2,FALSE
0,0,209182,1,6,1,4,0,1,1,3,34042,2,85922,9599,0,23,0,0,0,3,20,31,5,38,4,0,1,8,2,0,0,0,0,FALSE
0,0,99465,56,1,1,1,1,1,1,2,33553,2,103710,6757,48406,23,0,0,2506,3,9,530,4241,21,0,2,1,1,5,0,0,4,2,FALSE
0,0,8389,1,6,1,4,1,1,1,0,33458,2,32782,11430,0,23,0,0,2520,1,80,359,12919,14,0,2,1,3,6,0,0,3,0,FALSE
0,0,68040,0,0,0,0,0,0,0,0,32928,2,239586,12870,0,23,0,0,185,3,35,0,43282,733,4,0,1,2,2,0,0,2,2,FALSE
0,0,66038,1,5,1,2,0,1,1,3,32885,2,32782,14761,565,23,0,169,6534,3,2688,24651,957,870,3,0,1,2,3,0,3,1,0,FALSE
0,0,166834,1,10,2,6,0,2,1,0,32214,2,117109,758,565,23,85980,169,185,3,78,105660,1979,31794,2,0,2,1,3,1,0,3,0,FALSE
0,0,161477,15,8,1,5,3,1,1,3,30433,2,1682,3733,5586,23,343,1410,0,3,926,31,703,21,0,0,1,2,2,3,3,0,1,FALSE
0,0,87628,21,3,2,1,1,1,1,3,29842,2,77715,758,0,23,0,0,0,1,60,22952,1887,783,1,0,1,2,1,0,0,0,0,FALSE
0,0,0,1,6,1,4,0,1,1,3,29365,2,26686,3999,0,23,0,0,185,3,193,34789,10684,2069,0,0,2,2,4,0,0,4,2,FALSE
0,0,157710,1,6,1,4,0,1,1,0,28848,2,189931,11227,0,23,0,0,18934,3,37,1971,2986,31734,1,3,1,0,3,0,0,1,0,FALSE
0,0,148846,1,1,1,1,0,1,1,3,28747,2,15764,3286,8956,23,25165,12437,2518,3,565,57527,32609,348,0,0,3,3,2,2,2,2,0,FALSE
0,0,0,44,5,1,2,1,1,1,2,28629,2,215300,1519,90220,23,0,0,2506,3,992,2711,31172,38,2,2,1,0,3,0,0,0,2,FALSE
0,0,180404,1,11,1,6,0,1,1,0,28483,2,1076,11227,0,0,204,0,0,1,198,39170,509,424,1,0,1,0,0,2,0,0,2,FALSE
0,0,209988,1,5,1,2,3,1,1,0,28297,2,24115,3012,0,0,0,0,0,1,54,1672,794,130,1,1,1,0,0,0,0,0,0,FALSE
0,0,0,1,7,2,4,3,2,1,0,28215,2,101083,2908,47302,23,0,0,2518,3,9,18093,618,38,0,1,1,4,3,0,0,2,1,FALSE
0,0,178279,1,8,1,5,0,1,1,3,27538,2,34717,11174,18407,23,16708,10752,2517,1,175,31151,1490,1,1,0,3,4,5,1,1,2,1,FALSE
0,0,56660,0,0,0,0,0,0,0,0,26969,2,33836,6757,17995,23,0,0,1760,3,398,16207,12473,101,0,1,1,3,3,0,0,3,0,FALSE
1,0,88129,1,5,1,2,0,1,1,3,26569,2,11749,1969,6707,23,0,0,185,3,64,3780,4308,1516,0,0,2,1,3,0,0,2,2,FALSE
0,0,17428,58,2,2,2,1,1,1,4,26002,2,155817,11073,450,23,0,0,0,3,67,18017,2881,44,0,2,1,1,3,0,0,0,2,FALSE
0,0,0,28,6,1,4,3,1,1,3,25816,2,10714,41465,0,23,1973,0,2518,3,24,404,27,25,0,2,1,1,4,0,0,3,2,FALSE
0,0,209581,1,8,1,5,0,1,1,2,25814,2,103982,10819,0,23,44473,0,3008,3,657,5025,4172,26,1,0,2,2,4,0,0,3,1,FALSE
0,0,139125,22,8,1,5,3,1,1,2,25792,2,8504,5529,4989,23,0,0,185,3,434,84284,727,637,0,1,1,5,5,0,0,5,2,FALSE
0,0,123778,1,6,1,4,0,2,1,2,25458,2,47055,11053,24102,23,0,0,1752,3,24,33438,2871,1,2,2,1,0,3,0,0,3,2,FALSE
0,0,21605,22,8,1,5,3,1,1,2,25324,2,80319,3417,77880,23,25617,37398,3010,1,7,74536,2114,24,1,2,5,2,5,3,3,2,0,FALSE
0,0,49930,1,6,1,4,0,1,1,2,25050,2,58404,1519,14030,23,14151,14981,0,1,311,1722,11401,44,3,0,1,3,3,0,0,0,1,FALSE
0,0,38164,1,9,2,5,1,1,1,0,24439,2,15762,3012,0,23,4261,0,29117,1,134,2711,82,21,2,0,1,5,4,3,0,0,2,FALSE
0,0,19176,6,1,1,1,1,1,1,3,24000,2,5050,5649,0,23,3270,0,262,3,26,2500,104,2135,2,0,1,1,3,2,0,3,0,FALSE
0,0,171140,56,1,1,1,2,1,1,2,23354,2,76072,11782,53,23,0,17,3814,3,203,1432,41071,9,0,2,1,1,5,0,3,1,0,FALSE
0,0,44664,1,5,1,2,0,2,1,0,23175,2,21498,40905,11921,23,4335,3230,0,3,84,736,803,424,2,0,1,1,5,3,3,0,2,FALSE
0,0,0,0,0,0,0,0,0,0,0,23126,2,21498,5668,11921,23,4335,3230,0,3,60,591,52028,10326,0,1,2,0,3,4,3,0,2,FALSE
0,0,111656,1,11,1,6,0,3,1,0,22883,2,28523,9599,53,23,20567,17,0,3,21,4002,4884,1,3,2,1,3,0,3,2,0,2,FALSE
0,0,94131,1,5,1,2,0,1,1,2,22776,2,1683,8015,0,0,0,0,0,1,409,4885,9356,719,1,0,2,0,0,0,0,0,0,FALSE
0,0,185781,1,6,1,4,0,1,1,4,22708,2,177796,5649,76655,23,0,0,0,3,122,1415,1547,38,3,2,1,6,1,0,0,0,0,FALSE
0,0,68997,18,8,1,5,3,1,2,2,22708,2,177796,97,76655,23,0,0,1918,3,193,1093,1753,38,2,0,1,4,2,0,0,0,0,FALSE
0,0,55340,1,11,1,6,0,1,1,0,22421,2,1076,5657,0,0,204,0,0,3,98,721,23,1039,2,0,1,1,0,4,0,0,0,FALSE
0,0,0,1,8,1,5,0,1,1,2,21601,2,113917,11016,1485,23,0,0,263,1,60,404,2932,1039,2,0,5,1,4,0,0,3,1,FALSE
0,0,151462,57,6,1,4,3,1,1,1,21290,2,6024,1519,3568,23,7942,5519,0,3,20,2474,340,108,4,0,1,1,3,4,4,0,1,FALSE
1,0,0,1,6,1,4,0,1,1,2,21262,2,44565,11174,0,23,10154,0,0,3,98,3112,931,237,1,2,1,6,3,1,0,0,2,FALSE
0,0,0,11,6,1,4,1,1,1,2,21238,2,49414,1519,43202,0,0,0,0,1,3496,1149,5079,264,3,1,1,1,0,0,0,0,1,FALSE
0,0,66437,1,3,2,1,0,1,1,0,21180,2,24644,10819,13509,23,0,0,3010,3,838,518,55,28219,0,0,3,0,3,0,0,2,2,FALSE
0,0,201243,1,8,1,5,0,1,1,2,21029,2,19906,2933,11105,23,3984,3002,185,1,236,1795,1506,31,2,0,1,2,2,0,0,0,1,FALSE
0,0,139318,1,8,1,5,0,1,1,1,21029,2,19906,1018,11105,23,0,0,185,3,774,626,263,1,4,3,1,5,4,0,0,4,1,FALSE
0,0,64996,17,11,1,6,3,1,1,3,20947,2,11749,97,6707,23,2178,1700,0,3,122,404,703,38,4,0,4,4,1,0,0,0,1,FALSE
0,0,140932,6,1,1,1,1,1,1,4,20799,2,59141,9595,29522,23,14424,9451,2518,3,2407,580,16285,1385,0,0,1,1,4,0,0,3,1,FALSE
0,0,69971,1,5,1,2,0,3,1,0,20755,2,6805,11174,0,23,9245,0,2506,3,144,34076,4370,94,1,1,1,1,1,0,0,0,0,FALSE
0,0,209192,22,8,1,5,1,1,1,2,20730,2,2708,2908,0,23,0,0,3563,1,28,54507,173,38,1,2,1,3,3,0,0,2,2,FALSE
0,0,118586,17,11,1,6,3,1,1,2,20444,2,150046,88,0,23,0,0,1793,3,215,104017,2547,71,2,2,2,0,3,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,20116,2,5281,4257,51,23,0,16,263,3,81,404,543,346,3,0,1,3,4,0,3,3,2,FALSE
0,0,62670,8,1,1,1,1,1,1,2,20065,2,162338,5974,76,23,0,0,1027,3,904,34,3230,322,1,0,1,0,1,0,0,1,0,FALSE
0,0,48870,1,8,1,5,0,1,2,2,19781,2,21498,88,11921,23,4335,3230,0,1,21,3816,553,43,0,0,1,1,2,2,2,0,1,FALSE
0,0,54918,1,6,1,4,0,1,1,2,19239,2,8467,4257,0,23,0,0,2520,1,191,709,18092,348,2,1,1,2,7,0,0,2,0,FALSE
0,0,0,18,8,1,5,1,1,2,2,19078,2,76768,8510,37319,23,0,0,1752,3,706,10177,218,25,0,0,4,5,5,0,0,4,1,FALSE
0,0,210886,23,6,1,4,1,1,1,4,18759,2,154279,46625,15612,23,0,0,185,1,23,0,600,504,2,0,1,2,3,0,0,3,2,FALSE
0,0,14940,1,8,1,5,0,1,1,1,17962,2,97788,3286,53,23,0,17,185,3,546,4731,1153,101,1,2,1,2,2,0,1,2,0,FALSE
0,0,42692,1,1,1,1,0,1,1,2,17764,2,2172,1519,1368,23,431,372,0,3,123,1795,1152,2407,2,0,1,0,0,0,0,0,0,FALSE
0,0,66032,1,5,1,2,0,1,1,3,17763,2,10345,31007,0,23,20804,0,0,3,20,32841,294,748,1,1,1,2,1,1,0,0,2,FALSE
0,0,0,1,8,1,5,0,2,2,0,17725,2,20758,6757,53,23,0,17,0,3,193,2847,271,38,1,2,1,6,1,0,6,0,2,FALSE
0,0,15047,22,8,1,5,1,1,1,2,17450,2,9743,3286,5631,0,0,0,0,3,36,11053,3187,224,0,0,1,3,0,0,0,0,0,FALSE
0,0,84680,18,8,1,5,3,1,2,2,17319,2,178,10521,0,23,190,0,262,1,376,59,867,25,1,4,1,3,4,3,0,1,2,FALSE
0,0,130488,23,6,1,4,1,1,1,3,17277,2,726,97,0,23,1996,0,0,1,488,26984,4320,1086,0,0,1,1,4,2,0,0,0,FALSE
0,0,71501,1,1,1,1,0,1,1,2,16751,2,141826,16182,0,23,0,0,185,3,60,46004,862,94,1,0,1,1,4,0,0,4,2,FALSE
0,0,112641,1,6,1,4,0,1,1,0,16732,2,49388,12988,0,23,0,0,1027,1,327,0,816,54,3,0,1,5,4,0,0,2,1,FALSE
0,0,57226,1,12,2,3,0,1,1,2,16683,2,4627,88,2800,23,825,694,1752,1,992,22205,992,44,3,4,1,2,3,3,3,3,0,FALSE
0,0,40747,67,5,1,2,1,2,1,3,16673,2,35689,35511,18806,23,0,0,185,1,2676,23384,6717,8849,0,1,1,3,0,0,0,0,0,FALSE
0,0,141858,0,0,0,0,0,0,0,0,16594,2,5050,12988,0,23,3270,0,0,3,7,8615,173,44,2,0,1,1,2,3,0,0,0,FALSE
0,0,48184,22,8,1,5,3,1,1,2,16431,2,44565,1519,0,23,10154,0,0,3,215,76826,17257,3055,1,2,1,1,3,0,0,0,0,FALSE
0,0,49583,1,6,1,4,0,1,1,0,16408,2,139972,27767,0,23,0,0,0,1,60,1841,12003,615,2,2,1,3,0,0,0,0,0,FALSE
0,0,84171,41,3,2,1,3,1,1,2,16406,2,24744,11073,0,23,0,0,185,3,130,41,303,224,0,0,1,1,3,0,0,2,0,FALSE
0,0,40467,1,1,1,1,0,1,1,3,16240,2,29040,42117,15618,23,0,0,0,3,110,101317,12296,4,0,0,1,0,1,0,0,0,0,FALSE
0,0,32806,14,2,2,2,1,1,1,2,16230,2,11708,1519,0,0,0,0,0,3,2,51817,1222,94,0,0,4,1,0,0,0,0,0,FALSE
1,0,200108,1,5,1,2,0,1,1,4,15944,2,34315,758,18216,23,0,0,0,3,93,40368,38463,3892,1,0,1,3,1,0,0,0,0,FALSE
0,0,0,16,11,1,6,1,2,1,2,15751,2,6485,78818,0,23,0,0,0,1,2242,0,24281,20415,0,0,1,1,3,0,0,0,1,FALSE
0,0,109848,1,1,1,1,0,1,1,0,15652,2,1070,4257,11389,23,0,0,12853,3,584,14340,3470,38,3,0,1,4,2,0,0,2,1,FALSE
0,0,42064,1,8,1,5,0,1,1,2,15547,2,88540,6428,0,23,0,0,1760,3,84,453,2967,1,0,1,2,0,3,0,0,3,2,FALSE
0,0,106543,28,6,1,4,3,1,1,4,15302,2,29660,6757,76,23,0,23,10718,3,215,0,2432,506,0,2,6,5,6,0,4,2,2,FALSE
0,0,27026,0,0,0,0,0,0,0,0,15127,2,16781,758,0,23,50919,0,185,3,113,77,101,7558,1,0,1,0,1,0,0,1,1,FALSE
0,0,63632,1,11,1,6,0,1,1,0,15003,2,22286,38471,565,23,0,169,185,3,203,16982,4340,38,2,3,1,4,2,0,3,2,0,FALSE
1,0,65325,0,0,0,0,0,0,0,0,14920,2,4224,5649,2553,23,0,0,0,3,1437,32,886,424,2,0,5,3,2,0,0,0,0,FALSE
0,0,93131,1,1,1,1,0,1,1,3,14735,2,9840,6757,5679,23,0,0,0,3,38,4547,764,1,1,0,1,0,2,0,0,0,0,FALSE
0,0,83554,1,5,1,2,3,1,1,0,14477,2,11745,12870,6706,23,2175,1698,262,3,267,4941,150,3074,0,0,1,0,3,1,1,2,0,FALSE
0,0,157923,1,2,2,2,0,1,1,3,14412,2,26413,758,0,23,0,0,0,3,2,233,2600,38,2,2,1,5,4,0,0,0,2,FALSE
0,0,44430,8,1,1,1,1,1,1,2,14400,2,5281,9599,0,23,0,0,2506,3,34,18,28877,405,0,2,2,1,5,0,0,3,2,FALSE
0,0,164139,39,1,1,1,3,1,1,4,14320,2,125633,14802,0,23,0,0,185,3,1898,8633,25730,742,0,1,1,2,4,0,0,4,1,FALSE
0,0,54018,1,6,1,4,0,1,1,4,14317,2,29660,18105,53,23,8804,17,20783,1,23,4265,368,348,2,1,1,3,3,2,3,3,2,FALSE
